time,weather_code (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),sunrise (iso8601),sunset (iso8601),daylight_duration (s),sunshine_duration (s),uv_index_max (),uv_index_clear_sky_max (),rain_sum (mm),showers_sum (mm),snowfall_sum (cm),precipitation_sum (mm),precipitation_hours (h),precipitation_probability_max (%),wind_speed_10m_max (km/h),wind_gusts_10m_max (km/h),wind_direction_10m_dominant (°),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (mm),temperature_2m_mean (°C),apparent_temperature_mean (°C),cape_mean (J/kg),cape_max (J/kg),cape_min (J/kg),cloud_cover_mean (%),cloud_cover_max (%),cloud_cover_min (%),dew_point_2m_mean (°C),dew_point_2m_max (°C),dew_point_2m_min (°C),et0_fao_evapotranspiration_sum (mm),growing_degree_days_base_0_limit_50 (undefined),leaf_wetness_probability_mean (undefined),precipitation_probability_mean (%),precipitation_probability_min (%),relative_humidity_2m_mean (%),relative_humidity_2m_max (%),relative_humidity_2m_min (%),snowfall_water_equivalent_sum (mm),pressure_msl_mean (hPa),pressure_msl_max (hPa),pressure_msl_min (hPa),surface_pressure_mean (hPa),surface_pressure_max (hPa),surface_pressure_min (hPa),updraft_max (m/s),visibility_mean (m),visibility_min (m),visibility_max (m),winddirection_10m_dominant (°),wind_gusts_10m_mean (km/h),wind_speed_10m_mean (km/h),wind_gusts_10m_min (km/h),wind_speed_10m_min (km/h),wet_bulb_temperature_2m_mean (°C),wet_bulb_temperature_2m_max (°C),wet_bulb_temperature_2m_min (°C),vapour_pressure_deficit_max (kPa),soil_moisture_0_to_100cm_mean (undefined),soil_moisture_0_to_10cm_mean (m³/m³),soil_moisture_0_to_7cm_mean (undefined),soil_moisture_28_to_100cm_mean (undefined),soil_moisture_7_to_28cm_mean (undefined),soil_temperature_0_to_100cm_mean (undefined),soil_temperature_0_to_7cm_mean (undefined),soil_temperature_28_to_100cm_mean (undefined),soil_temperature_7_to_28cm_mean (undefined)
2022-02-03,3,0.0,-5.4,-4.1,-9.3,2022-02-02T21:56,2022-02-03T07:55,35985.34,31591.32,2.20,2.80,0.00,0.00,0.00,0.00,0.0,NaN,7.9,13.7,63,6.92,0.74,-2.4,-6.4,0.0,0.0,0.0,94,100,63,-9.6,-8.5,-10.8,0.74,NaN,NaN,NaN,NaN,59,77,46,0.00,1034.4,1035.1,1033.3,954.7,955.6,954.0,NaN,24140.00,24140.00,24140.00,63,9.6,5.2,3.2,2.3,-5.2,-3.7,-7.0,0.33,NaN,0.209,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-02-04,3,0.4,-4.7,-4.1,-8.4,2022-02-03T21:55,2022-02-04T07:56,36139.32,32174.38,2.80,2.80,0.00,0.00,0.00,0.00,0.0,NaN,10.0,27.0,76,10.38,0.93,-2.3,-6.3,0.0,0.0,0.0,65,100,12,-9.0,-7.3,-11.9,0.93,NaN,NaN,NaN,NaN,60,72,47,0.00,1029.0,1034.1,1026.3,949.8,954.2,946.8,NaN,24140.00,24140.00,24140.00,76,15.3,5.5,6.1,1.8,-5.0,-3.2,-7.2,0.33,NaN,0.213,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-02-05,0,2.2,-5.8,-3.9,-10.0,2022-02-04T21:54,2022-02-05T07:58,36294.66,32686.03,2.95,2.95,0.00,0.00,0.00,0.00,0.0,NaN,19.4,38.9,82,11.12,1.21,-2.1,-6.7,0.0,0.0,0.0,2,12,0,-11.5,-7.2,-18.3,1.21,NaN,NaN,NaN,NaN,50,70,33,0.00,1020.4,1025.7,1016.5,941.9,946.8,937.4,NaN,24140.00,24140.00,24140.00,82,25.4,8.5,14.4,2.7,-5.3,-2.2,-8.5,0.45,NaN,0.203,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-02-06,73,1.7,-3.8,-3.3,-7.4,2022-02-05T21:53,2022-02-06T07:59,36451.17,31131.61,3.05,3.05,0.60,0.00,1.05,2.10,5.0,NaN,10.1,29.2,25,11.52,1.20,-2.0,-6.2,0.0,0.0,0.0,53,100,0,-11.5,-4.7,-17.7,1.20,NaN,NaN,NaN,NaN,51,93,30,1.50,1019.1,1029.6,1012.3,940.7,949.9,935.2,NaN,20541.67,3760.00,24140.00,25,14.5,6.0,2.2,1.5,-5.1,-3.0,-6.8,0.48,NaN,0.099,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-02-07,73,-1.5,-5.2,-5.1,-9.0,2022-02-06T21:51,2022-02-07T08:01,36608.69,30794.06,2.30,3.35,0.30,0.00,0.63,1.20,5.0,NaN,11.4,14.4,135,5.86,0.48,-3.7,-7.4,0.0,0.0,0.0,80,100,16,-6.6,-4.9,-7.5,0.48,NaN,NaN,NaN,NaN,80,92,70,0.90,1029.6,1031.1,1026.5,950.0,951.9,947.2,NaN,22749.17,4940.00,24140.00,135,7.3,5.3,3.6,0.8,-5.2,-3.7,-6.4,0.16,NaN,0.210,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-02-08,3,3.3,-3.2,-1.4,-6.6,2022-02-07T21:50,2022-02-08T08:02,36767.05,32868.59,3.05,3.15,0.00,0.00,0.00,0.00,0.0,NaN,10.8,29.5,352,9.80,1.11,-0.3,-4.1,0.0,0.0,0.0,99,100,84,-7.4,-5.4,-9.7,1.11,NaN,NaN,NaN,NaN,60,85,38,0.00,1023.4,1025.7,1021.8,945.1,947.0,943.6,NaN,24140.00,24140.00,24140.00,352,15.3,5.6,2.5,1.8,-3.2,-1.3,-4.5,0.48,NaN,0.147,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-02-09,3,1.7,-1.0,-3.1,-5.8,2022-02-08T21:49,2022-02-09T08:03,36926.09,31302.56,2.75,3.10,0.00,0.00,0.00,0.00,0.0,NaN,23.1,49.7,257,8.43,1.14,0.2,-4.6,0.0,0.0,0.0,99,100,66,-4.9,-3.5,-5.8,1.14,NaN,NaN,NaN,NaN,69,77,60,0.00,1027.0,1029.8,1023.8,948.7,951.1,946.0,NaN,24047.50,23120.00,24140.00,257,33.5,14.0,12.6,3.8,-2.2,-1.3,-3.2,0.27,NaN,0.165,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-02-10,3,3.3,-6.5,-2.4,-9.8,2022-02-09T21:48,2022-02-10T08:05,37085.65,33517.40,2.55,3.05,0.00,0.00,0.00,0.00,0.0,NaN,18.4,31.3,292,8.59,1.11,-1.4,-5.7,0.0,0.0,0.0,93,100,13,-7.1,-5.7,-8.6,1.11,NaN,NaN,NaN,NaN,68,91,42,0.00,1030.3,1031.6,1028.3,951.2,952.2,950.3,NaN,24140.00,24140.00,24140.00,292,14.7,8.8,3.6,0.7,-3.8,-1.1,-7.4,0.44,NaN,0.109,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-02-11,73,1.5,-3.6,-2.4,-7.3,2022-02-10T21:46,2022-02-11T08:06,37245.58,32007.83,3.05,3.20,0.80,0.00,1.33,2.70,4.0,NaN,11.2,22.0,79,10.88,1.06,-1.7,-5.7,0.0,0.0,0.0,88,100,0,-6.9,-4.1,-9.6,1.06,NaN,NaN,NaN,NaN,69,93,49,1.90,1027.3,1030.3,1025.7,948.4,951.1,946.6,NaN,20360.00,340.00,24140.00,79,13.2,7.2,4.0,2.5,-4.0,-2.3,-5.1,0.35,NaN,0.200,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-02-12,71,0.4,-5.7,-3.7,-9.4,2022-02-11T21:45,2022-02-12T08:07,37406.20,30483.74,2.65,3.70,0.30,0.00,0.63,1.20,8.0,NaN,14.6,46.8,250,6.42,0.51,-2.2,-6.1,0.0,0.0,0.0,100,100,100,-4.1,-0.9,-7.7,0.51,NaN,NaN,NaN,NaN,87,96,81,0.90,1028.2,1030.8,1025.1,949.0,951.0,946.5,NaN,15408.33,240.00,24140.00,250,19.6,8.2,2.2,1.6,-3.3,-0.5,-6.8,0.10,NaN,0.149,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-02-13,3,0.0,-4.8,-3.8,-8.5,2022-02-12T21:44,2022-02-13T08:09,37568.92,34059.20,3.85,3.95,0.00,0.00,0.00,0.00,0.0,NaN,10.3,11.2,138,10.23,0.80,-2.8,-6.4,0.0,0.0,0.0,97,100,56,-4.7,-3.4,-6.6,0.80,NaN,NaN,NaN,NaN,87,92,77,0.00,1026.8,1030.5,1023.0,947.6,951.1,943.8,NaN,24140.00,24140.00,24140.00,138,6.1,6.3,1.4,3.4,-3.9,-1.9,-5.8,0.14,NaN,0.158,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-02-14,51,1.7,-2.3,-1.2,-8.6,2022-02-13T21:42,2022-02-14T08:10,37733.70,33487.90,3.30,4.00,0.20,0.00,0.00,0.20,1.0,NaN,34.8,59.8,260,8.86,1.10,0.1,-4.4,0.0,0.0,0.0,100,100,100,-3.7,-0.5,-9.1,1.10,NaN,NaN,NaN,NaN,76,92,57,0.00,1024.8,1032.4,1020.2,946.5,953.1,942.4,NaN,22975.83,600.00,24140.00,260,27.4,13.1,1.4,1.1,-1.8,-0.2,-4.8,0.23,NaN,0.176,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-02-15,51,-0.7,-4.7,-6.7,-8.6,2022-02-14T21:41,2022-02-15T08:11,37900.35,32415.28,3.20,3.85,0.30,0.00,0.00,0.30,3.0,NaN,28.2,44.3,264,8.87,0.86,-2.7,-7.7,0.4,10.0,0.0,100,100,100,-6.8,-4.9,-8.4,0.86,NaN,NaN,NaN,NaN,74,89,56,0.00,1033.4,1034.7,1032.2,953.7,954.6,953.1,NaN,21525.83,3600.00,24140.00,264,27.8,14.1,18.0,5.8,-4.6,-3.8,-6.0,0.26,NaN,0.185,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-02-16,45,-2.1,-10.5,-7.5,-14.5,2022-02-15T21:39,2022-02-16T08:13,38068.70,34593.31,3.15,3.85,0.00,0.00,0.00,0.00,0.0,NaN,15.8,30.2,274,8.84,0.70,-5.8,-10.2,1.2,10.0,0.0,89,100,19,-8.9,-6.1,-12.6,0.70,NaN,NaN,NaN,NaN,79,86,65,0.00,1035.5,1039.1,1032.4,954.7,957.3,953.0,NaN,18228.33,1000.00,24140.00,274,13.1,8.3,0.7,1.8,-7.3,-4.6,-11.6,0.18,NaN,0.190,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-02-17,3,-3.4,-12.9,-7.8,-16.8,2022-02-16T21:38,2022-02-17T08:14,38238.59,34774.14,3.95,4.15,0.00,0.00,0.00,0.00,0.0,NaN,11.0,37.1,135,12.47,0.79,-8.2,-12.5,0.0,0.0,0.0,47,100,5,-10.8,-7.6,-14.9,0.79,NaN,NaN,NaN,NaN,82,88,70,0.00,1038.7,1040.2,1036.8,957.0,958.2,955.1,NaN,22968.33,2080.00,24140.00,135,15.3,7.1,5.8,1.1,-9.5,-5.6,-13.8,0.14,NaN,0.196,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-02-18,0,-3.3,-10.3,-7.5,-15.1,2022-02-17T21:36,2022-02-18T08:15,38409.87,34956.07,4.30,4.30,0.00,0.00,0.00,0.00,0.0,NaN,12.8,40.3,188,14.44,1.09,-8.0,-12.7,0.0,0.0,0.0,0,6,0,-13.7,-9.3,-16.5,1.09,NaN,NaN,NaN,NaN,64,74,58,0.00,1031.8,1036.4,1030.3,950.8,954.5,949.9,NaN,24140.00,24140.00,24140.00,188,15.2,8.8,5.0,2.4,-10.0,-6.0,-12.2,0.20,NaN,0.201,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-02-19,0,-1.8,-8.6,-5.6,-13.3,2022-02-18T21:35,2022-02-19T08:17,38582.36,35138.93,4.30,4.30,0.00,0.00,0.00,0.00,0.0,NaN,9.9,21.6,178,14.62,1.15,-6.2,-10.6,0.0,0.0,0.0,0,0,0,-12.0,-8.9,-13.6,1.15,NaN,NaN,NaN,NaN,64,71,52,0.00,1030.3,1032.3,1027.6,949.9,951.4,948.4,NaN,24140.00,24140.00,24140.00,178,11.5,7.1,4.7,2.1,-8.4,-4.9,-10.5,0.25,NaN,0.204,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-02-20,0,0.6,-7.2,-3.5,-11.4,2022-02-19T21:33,2022-02-20T08:18,38755.91,35322.55,4.05,4.05,0.00,0.00,0.00,0.00,0.0,NaN,8.2,20.2,128,14.47,1.25,-4.0,-8.1,0.0,0.0,0.0,0,0,0,-11.0,-9.0,-12.6,1.25,NaN,NaN,NaN,NaN,59,68,45,0.00,1029.1,1031.1,1027.9,949.4,951.2,948.5,NaN,24140.00,24140.00,24140.00,128,11.5,5.7,4.7,2.6,-6.7,-3.2,-9.2,0.34,NaN,0.256,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-02-21,0,2.2,-6.2,-2.2,-9.8,2022-02-20T21:32,2022-02-21T08:19,38930.37,35494.54,4.15,4.15,0.00,0.00,0.00,0.00,0.0,NaN,10.5,21.6,134,14.47,1.38,-2.7,-6.9,0.0,0.0,0.0,0,0,0,-10.1,-7.7,-12.3,1.38,NaN,NaN,NaN,NaN,57,67,43,0.00,1023.9,1028.3,1020.9,944.9,948.9,941.7,NaN,24140.00,24140.00,24140.00,134,14.5,6.7,5.8,0.5,-5.5,-1.8,-8.4,0.41,NaN,0.165,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-02-22,3,3.3,-4.0,-0.8,-7.6,2022-02-21T21:30,2022-02-22T08:21,39105.59,35584.45,4.20,4.20,0.00,0.00,0.00,0.00,0.0,NaN,8.4,21.2,218,14.81,1.48,-1.1,-5.0,0.0,0.0,0.0,43,100,0,-9.1,-7.4,-11.0,1.48,NaN,NaN,NaN,NaN,55,70,43,0.00,1019.6,1026.2,1015.6,941.4,947.3,938.5,NaN,24140.00,24140.00,24140.00,218,12.0,5.2,4.0,1.1,-4.2,-1.1,-6.1,0.44,NaN,0.195,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-02-23,3,3.9,-3.2,-0.4,-6.6,2022-02-22T21:29,2022-02-23T08:22,39281.42,35662.51,4.00,4.10,0.00,0.00,0.00,0.00,0.0,NaN,12.2,19.4,92,13.58,1.39,-0.2,-4.0,0.0,0.0,0.0,51,101,0,-6.7,-6.2,-7.5,1.39,NaN,NaN,NaN,NaN,62,79,44,0.00,1028.3,1030.8,1025.9,949.7,951.4,947.6,NaN,24140.00,24140.00,24140.00,92,11.6,5.9,5.4,3.1,-3.0,-0.5,-4.8,0.45,NaN,0.193,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-02-24,3,4.8,-1.7,0.7,-5.2,2022-02-23T21:27,2022-02-24T08:23,39457.72,35751.43,4.00,4.00,0.00,0.00,0.00,0.00,0.0,NaN,9.7,20.9,30,14.71,1.50,0.9,-2.7,0.0,0.0,0.0,22,100,5,-7.2,-6.3,-8.5,1.50,NaN,NaN,NaN,NaN,56,70,39,0.00,1028.0,1030.6,1025.7,949.7,951.8,948.3,NaN,24140.00,24140.00,24140.00,30,10.7,4.5,2.5,1.0,-2.5,-0.0,-4.0,0.52,NaN,0.238,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-02-25,3,4.8,-1.9,0.5,-5.2,2022-02-24T21:25,2022-02-25T08:25,39634.34,35829.48,3.20,4.00,0.00,0.00,0.00,0.00,0.0,NaN,9.6,11.9,67,10.54,1.30,1.1,-2.6,0.0,0.0,0.0,89,100,21,-5.8,-4.7,-7.9,1.30,NaN,NaN,NaN,NaN,61,81,40,0.00,1029.3,1030.5,1028.5,951.0,952.1,949.8,NaN,24140.00,24140.00,24140.00,67,9.4,6.1,6.5,1.9,-1.9,-0.1,-3.4,0.52,NaN,0.160,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-02-26,3,5.0,-1.4,1.2,-4.6,2022-02-25T21:24,2022-02-26T08:26,39811.15,36004.59,2.75,3.95,0.00,0.00,0.00,0.00,0.0,NaN,7.9,14.4,62,9.15,1.19,1.9,-1.6,0.0,0.0,0.0,87,100,20,-4.9,-3.0,-6.3,1.19,NaN,NaN,NaN,NaN,62,86,44,0.00,1028.8,1030.9,1026.3,950.8,952.3,949.2,NaN,24140.00,24140.00,24140.00,62,9.1,5.6,6.8,2.9,-1.1,0.4,-2.6,0.49,NaN,0.175,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-02-27,1,7.0,-0.5,1.9,-4.4,2022-02-26T21:22,2022-02-27T08:27,39988.01,36150.96,4.15,4.15,0.00,0.00,0.00,0.00,0.0,NaN,18.1,28.1,71,15.05,1.73,2.6,-1.2,0.0,0.0,0.0,5,24,0,-3.5,-0.8,-7.8,1.73,NaN,NaN,NaN,NaN,65,85,46,0.00,1026.4,1030.4,1024.6,948.7,952.3,946.3,NaN,24140.00,24140.00,24140.00,71,22.2,8.6,13.3,3.2,-0.3,2.2,-3.3,0.54,NaN,0.170,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-02-28,3,7.8,0.2,3.5,-2.7,2022-02-27T21:20,2022-02-28T08:29,40164.77,36036.16,4.15,4.15,0.00,0.00,0.00,0.00,0.0,NaN,13.1,22.3,67,15.30,1.84,3.5,-0.1,0.0,0.0,0.0,41,100,0,-4.9,-2.7,-7.7,1.84,NaN,NaN,NaN,NaN,56,80,34,0.00,1024.6,1026.5,1022.1,947.3,948.9,946.0,NaN,24140.00,24140.00,24140.00,67,12.2,6.2,4.0,1.8,-0.1,1.9,-1.5,0.70,NaN,0.198,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-03-01,3,8.3,1.6,4.3,-1.4,2022-02-28T21:19,2022-03-01T08:30,40341.30,35736.41,4.10,4.20,0.00,0.00,0.00,0.00,0.0,NaN,14.0,19.4,68,12.56,1.76,4.9,1.3,0.0,0.0,0.0,92,100,18,-4.3,-3.0,-5.4,1.76,NaN,NaN,NaN,NaN,52,68,39,0.00,1026.1,1027.7,1024.3,949.1,950.3,948.2,NaN,24140.00,24140.00,24140.00,68,9.2,6.1,4.0,0.5,0.8,2.7,-1.0,0.67,NaN,0.156,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-03-02,3,9.5,2.7,5.5,-0.6,2022-03-01T21:17,2022-03-02T08:31,40517.48,36111.21,3.60,4.20,0.00,0.00,0.00,0.00,0.0,NaN,14.3,32.4,266,11.70,1.63,5.7,2.3,0.0,0.0,0.0,56,100,7,0.3,2.5,-3.1,1.63,NaN,NaN,NaN,NaN,70,82,52,0.00,1027.1,1028.4,1025.4,950.2,951.4,949.2,NaN,24140.00,24140.00,24140.00,266,15.6,9.3,3.6,1.6,2.9,4.8,1.0,0.57,NaN,0.169,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-03-03,3,10.2,1.8,6.5,-2.6,2022-03-02T21:15,2022-03-03T08:32,40693.17,36440.07,4.35,4.35,0.00,0.00,0.00,0.00,0.0,NaN,15.6,23.0,110,13.68,2.04,6.1,2.5,0.4,10.0,0.0,44,100,0,-0.8,1.9,-8.0,2.04,NaN,NaN,NaN,NaN,62,78,43,0.00,1025.0,1027.9,1023.5,948.3,951.2,946.1,NaN,24140.00,24140.00,24140.00,110,11.4,9.4,4.0,1.5,2.7,5.6,-2.1,0.59,NaN,0.161,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-03-04,3,10.2,3.1,5.7,-0.4,2022-03-03T21:14,2022-03-04T08:34,40868.67,36656.56,4.40,4.45,0.00,0.00,0.00,0.00,0.0,NaN,16.6,32.8,125,14.56,2.48,7.0,2.8,0.0,0.0,0.0,69,100,0,-3.4,-1.5,-5.4,2.48,NaN,NaN,NaN,NaN,49,72,33,0.00,1019.7,1022.9,1017.3,943.7,946.1,942.1,NaN,24140.00,24140.00,24140.00,125,14.5,11.3,5.4,4.1,2.3,3.7,0.6,0.84,NaN,0.187,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-03-05,3,13.2,5.4,7.1,0.5,2022-03-04T21:12,2022-03-05T08:35,41045.32,36512.14,4.30,4.65,0.00,0.00,0.00,0.00,0.0,NaN,29.6,40.7,100,12.93,2.67,9.1,4.7,0.0,0.0,0.0,100,100,100,-2.3,-0.6,-3.8,2.67,NaN,NaN,NaN,NaN,45,58,33,0.00,1013.7,1019.4,1011.8,938.7,943.0,936.7,NaN,24140.00,24140.00,24140.00,100,21.8,13.6,6.5,4.1,3.9,6.0,1.7,1.02,NaN,0.153,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-03-06,3,13.4,6.6,9.6,2.7,2022-03-05T21:10,2022-03-06T08:36,41223.09,34697.21,4.00,4.70,0.00,0.00,0.00,0.00,0.0,NaN,15.3,26.3,36,12.52,2.06,9.8,7.0,0.0,0.0,0.0,94,100,15,1.8,5.3,0.4,2.06,NaN,NaN,NaN,NaN,58,80,45,0.00,1011.4,1013.5,1010.1,936.7,938.4,935.1,NaN,24140.00,24140.00,24140.00,36,7.9,7.3,1.8,1.1,5.7,7.5,3.7,0.85,NaN,0.161,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-03-07,51,10.7,3.5,6.0,-2.0,2022-03-06T21:09,2022-03-07T08:38,41401.85,27847.89,2.65,4.55,0.30,0.00,0.00,0.30,2.0,NaN,29.4,55.8,250,7.35,1.44,6.5,2.0,0.0,0.0,0.0,80,100,6,1.4,4.6,-1.0,1.44,NaN,NaN,NaN,NaN,71,91,45,0.00,1017.5,1024.1,1012.6,941.5,947.6,937.8,NaN,23549.17,10020.00,24140.00,250,31.0,17.9,4.0,5.0,3.8,7.0,2.2,0.71,NaN,0.152,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-03-08,3,10.8,4.1,6.2,1.2,2022-03-07T21:07,2022-03-08T08:39,41581.48,36640.39,3.80,4.65,0.00,0.00,0.00,0.00,0.0,NaN,22.5,33.1,35,12.79,2.14,7.3,3.7,0.0,0.0,0.0,100,100,100,-1.0,0.4,-3.9,2.14,NaN,NaN,NaN,NaN,57,76,36,0.00,1019.4,1024.0,1015.6,943.5,947.9,939.1,NaN,24140.00,24140.00,24140.00,35,14.3,9.5,4.0,3.3,3.3,4.5,2.0,0.83,NaN,0.181,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-03-09,51,11.3,6.5,8.5,2.5,2022-03-08T21:05,2022-03-09T08:40,41761.87,30191.45,4.00,4.80,0.60,0.00,0.00,0.60,4.0,NaN,25.3,53.3,203,10.25,1.86,8.5,4.9,0.8,20.0,0.0,99,100,70,0.8,5.0,-0.8,1.86,NaN,NaN,NaN,NaN,59,83,43,0.00,1014.2,1023.3,1011.0,939.0,947.1,936.2,NaN,24045.00,21860.00,24140.00,203,20.0,11.3,2.5,1.1,4.6,6.0,2.9,0.77,NaN,0.167,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-03-10,51,12.1,2.4,8.2,0.1,2022-03-09T21:03,2022-03-10T08:41,41942.87,30037.19,4.55,4.70,0.10,0.00,0.00,0.10,1.0,NaN,22.7,47.2,290,10.73,1.61,6.7,3.4,0.0,0.0,0.0,72,100,0,2.7,4.2,1.1,1.61,NaN,NaN,NaN,NaN,78,95,50,0.00,1020.8,1024.1,1016.2,944.6,947.9,939.7,NaN,24140.00,24140.00,24140.00,290,28.6,11.1,7.2,1.8,4.4,6.9,1.6,0.71,NaN,0.184,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-03-11,51,12.3,7.4,8.9,4.7,2022-03-10T21:02,2022-03-11T08:43,42124.38,31328.35,4.60,4.85,0.10,0.00,0.00,0.10,1.0,NaN,12.8,21.6,22,12.78,2.24,9.8,6.6,0.0,0.0,0.0,99,100,92,-1.7,1.8,-3.4,2.24,NaN,NaN,NaN,NaN,45,64,35,0.00,1012.1,1015.7,1009.5,937.4,940.1,934.6,NaN,24140.00,24140.00,24140.00,22,8.0,6.2,1.8,2.3,4.5,5.5,3.4,0.93,NaN,0.156,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-03-12,51,12.1,5.4,9.2,3.5,2022-03-11T21:00,2022-03-12T08:44,42306.29,19390.21,2.30,4.95,0.10,0.10,0.00,0.20,2.0,NaN,15.5,33.1,66,4.87,1.05,8.3,5.7,0.0,0.0,0.0,100,100,100,3.7,5.0,-0.2,1.05,NaN,NaN,NaN,NaN,74,89,55,0.00,1015.5,1018.8,1011.4,940.2,942.6,936.3,NaN,24137.50,24080.00,24140.00,66,15.7,7.6,3.6,0.7,5.7,8.1,4.1,0.56,NaN,0.210,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-03-13,55,13.1,8.2,10.2,4.9,2022-03-12T20:58,2022-03-13T08:45,42488.45,32788.75,3.70,5.05,1.60,0.00,0.00,1.60,5.0,NaN,25.8,38.9,263,11.79,2.07,10.3,7.1,2.1,20.0,0.0,98,100,47,5.0,7.3,3.8,2.07,NaN,NaN,NaN,NaN,70,82,54,0.00,1020.7,1024.6,1015.0,945.5,948.9,940.9,NaN,23464.17,9420.00,24140.00,263,28.6,14.1,7.2,8.2,7.3,8.6,6.0,0.70,NaN,0.204,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-03-14,55,13.5,6.3,10.8,1.1,2022-03-13T20:56,2022-03-14T08:46,42670.77,27924.65,4.45,5.05,3.00,0.00,0.00,3.00,4.0,NaN,31.3,43.6,296,12.22,2.39,10.0,6.5,0.4,10.0,0.0,97,100,69,3.6,5.4,2.1,2.39,NaN,NaN,NaN,NaN,66,83,46,0.00,1021.4,1023.8,1019.2,946.1,948.5,943.1,NaN,24025.00,22040.00,24140.00,296,21.9,14.2,7.9,3.7,6.5,8.0,4.7,0.84,NaN,0.207,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-03-15,53,9.0,4.2,5.6,-0.5,2022-03-14T20:54,2022-03-15T08:47,42853.11,20889.34,3.10,5.00,1.20,0.00,0.00,1.20,5.0,NaN,25.9,52.9,263,5.93,1.20,6.6,2.2,0.0,0.0,0.0,100,100,100,3.1,4.3,0.8,1.20,NaN,NaN,NaN,NaN,79,88,69,0.00,1022.8,1026.5,1019.7,946.5,949.6,944.2,NaN,24119.17,23820.00,24140.00,263,38.6,18.8,13.0,5.2,4.5,6.0,2.7,0.36,NaN,0.219,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-03-16,3,9.9,4.7,6.5,2.6,2022-03-15T20:53,2022-03-16T08:49,43035.38,38073.60,4.70,5.15,0.00,0.00,0.00,0.00,0.0,NaN,16.6,31.3,5,15.02,2.07,7.7,4.6,0.0,0.0,0.0,99,100,80,1.4,3.0,-0.2,2.07,NaN,NaN,NaN,NaN,66,86,50,0.00,1020.8,1025.4,1017.8,944.8,949.1,941.4,NaN,24140.00,24140.00,24140.00,5,12.1,8.1,3.2,1.9,4.4,5.0,3.4,0.61,NaN,0.225,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-03-17,53,10.8,7.1,7.6,-0.1,2022-03-16T20:51,2022-03-17T08:50,43217.43,31731.39,3.65,5.40,0.90,0.00,0.00,0.90,3.0,NaN,42.6,68.4,289,8.52,1.64,8.6,5.1,0.0,0.0,0.0,100,100,100,3.2,5.7,1.2,1.64,NaN,NaN,NaN,NaN,70,85,52,0.00,1012.7,1017.7,1009.6,937.7,941.9,934.5,NaN,23103.33,7840.00,24140.00,289,19.1,13.3,4.7,5.1,5.6,6.5,4.2,0.62,NaN,0.210,NaN,NaN,NaN,NaN,NaN,NaN,NaN
